genome	gyrB	dnaG	frr	infC	nusA	pgk	pyrG	rplA	rplB	rplC	rplD	rplE	rplF	rplK	rplL	rplM	rplN	rplP	rplS	rplT	rpmA	rpoB	rpsB	rpsC	rpsE	rpsI	rpsJ	rpsK	rpsM	rpsS	smpB	tsf
GUT_GENOME239875	GUT_GENOME239875_01102		GUT_GENOME239875_01230	GUT_GENOME239875_01004		GUT_GENOME239875_00104	GUT_GENOME239875_01137		GUT_GENOME239875_00954	GUT_GENOME239875_01178		GUT_GENOME239875_00139	GUT_GENOME239875_00142		GUT_GENOME239875_01495	GUT_GENOME239875_00660	GUT_GENOME239875_00137	GUT_GENOME239875_00950	GUT_GENOME239875_00435	GUT_GENOME239875_01002	GUT_GENOME239875_00125	GUT_GENOME239875_00645		GUT_GENOME239875_00951	GUT_GENOME239875_00144	GUT_GENOME239875_00659	GUT_GENOME239875_01179	GUT_GENOME239875_00153	GUT_GENOME239875_00152	GUT_GENOME239875_00953	GUT_GENOME239875_00096	GUT_GENOME239875_01228
GUT_GENOME237838	GUT_GENOME237838_00490,GUT_GENOME237052_00858		GUT_GENOME237052_00605	GUT_GENOME237052_00170	GUT_GENOME237052_01396	GUT_GENOME237052_00462		GUT_GENOME237052_00329		GUT_GENOME237838_00323	GUT_GENOME237052_00292	GUT_GENOME237838_01369	GUT_GENOME237052_00306	GUT_GENOME237052_00328	GUT_GENOME237838_00738	GUT_GENOME237838_01192	GUT_GENOME237838_01371	GUT_GENOME235152_00423	GUT_GENOME237838_00898	GUT_GENOME237052_01157	GUT_GENOME237052_01413		GUT_GENOME237838_01190	GUT_GENOME237052_00297	GUT_GENOME237052_00308	GUT_GENOME237052_00707	GUT_GENOME237052_00290				GUT_GENOME237052_00027	
GUT_GENOME237053	GUT_GENOME237053_01044,GUT_GENOME237053_00861		GUT_GENOME237422_01617	GUT_GENOME237053_00045		GUT_GENOME237053_00214		GUT_GENOME237053_00056	GUT_GENOME237422_01640	GUT_GENOME237422_01643	GUT_GENOME237422_01642	GUT_GENOME237422_00243	GUT_GENOME237053_01589	GUT_GENOME237053_00057		GUT_GENOME237053_00354				GUT_GENOME237053_01136	GUT_GENOME237422_00108	GUT_GENOME237053_00201,GUT_GENOME237053_01370	GUT_GENOME237422_00792		GUT_GENOME237422_01026	GUT_GENOME237422_00791	GUT_GENOME237053_00185			GUT_GENOME237422_01639		GUT_GENOME237422_00793
GUT_GENOME139765	GUT_GENOME139765_00413	GUT_GENOME139765_00653	GUT_GENOME139765_01222		GUT_GENOME139765_00692	GUT_GENOME139765_00539		GUT_GENOME139765_00706	GUT_GENOME257612_00113	GUT_GENOME257612_00116	GUT_GENOME257612_00115			GUT_GENOME139765_00705	GUT_GENOME139765_00708				GUT_GENOME139765_01119		GUT_GENOME257612_01229						GUT_GENOME139765_00170			GUT_GENOME256964_00228	GUT_GENOME257612_00356	GUT_GENOME139765_01220
GUT_GENOME252977	GUT_GENOME252977_00436,GUT_GENOME157833_00216	GUT_GENOME252977_01682,GUT_GENOME252977_01261	GUT_GENOME252977_00364,GUT_GENOME111543_02561			GUT_GENOME252977_01680	GUT_GENOME252977_01672,GUT_GENOME252977_01671,GUT_GENOME111543_01286	GUT_GENOME252977_01472							GUT_GENOME096556_01548	GUT_GENOME101940_01387			GUT_GENOME252977_00608	GUT_GENOME096556_00020		GUT_GENOME137680_00882				GUT_GENOME264037_01193					GUT_GENOME252977_01014	GUT_GENOME137680_00322
GUT_GENOME027270	GUT_GENOME261776_00771		GUT_GENOME003665_00552	GUT_GENOME001139_01935	GUT_GENOME208016_01838		GUT_GENOME243200_01601	GUT_GENOME005405_01312	GUT_GENOME176717_00029	GUT_GENOME001139_01623	GUT_GENOME207787_01487	GUT_GENOME000094_01769	GUT_GENOME095879_01244	GUT_GENOME017828_01717		GUT_GENOME027270_00395	GUT_GENOME176717_00022	GUT_GENOME268665_01552	GUT_GENOME231431_00737	GUT_GENOME076493_00462	GUT_GENOME005405_00816			GUT_GENOME284658_01410	GUT_GENOME005405_01279	GUT_GENOME174135_00105	GUT_GENOME207884_00090			GUT_GENOME096380_01571	GUT_GENOME027270_01228	GUT_GENOME207866_00113
GUT_GENOME269217	GUT_GENOME260703_00095,GUT_GENOME260703_00610	GUT_GENOME260703_00717	GUT_GENOME269217_00701	GUT_GENOME269217_00822	GUT_GENOME260703_00052	GUT_GENOME260703_01606	GUT_GENOME260703_00183	GUT_GENOME269217_00888	GUT_GENOME269217_00061	GUT_GENOME269217_00058	GUT_GENOME260703_01494	GUT_GENOME260703_01505	GUT_GENOME260703_01508	GUT_GENOME260703_01648	GUT_GENOME260703_01645	GUT_GENOME260703_01174	GUT_GENOME260703_01503	GUT_GENOME269217_00065	GUT_GENOME269217_01382	GUT_GENOME269217_01097	GUT_GENOME260703_01769	GUT_GENOME260703_01644		GUT_GENOME260703_01499	GUT_GENOME260703_01510	GUT_GENOME260703_01175	GUT_GENOME260703_01492	GUT_GENOME269217_00083	GUT_GENOME269217_00082	GUT_GENOME269217_00062	GUT_GENOME269217_01642	GUT_GENOME260703_01177
GUT_GENOME237424	GUT_GENOME237424_01368,GUT_GENOME237424_00999	GUT_GENOME237424_01125,GUT_GENOME237424_00095	GUT_GENOME237424_01515	GUT_GENOME237424_01536	GUT_GENOME237424_00561	GUT_GENOME237424_01341		GUT_GENOME237424_01799				GUT_GENOME237424_00606			GUT_GENOME237424_01801	GUT_GENOME237424_01294	GUT_GENOME237424_00604	GUT_GENOME235152_00423	GUT_GENOME237424_00020	GUT_GENOME237424_00797	GUT_GENOME237424_00575	GUT_GENOME237424_00998			GUT_GENOME237424_00084	GUT_GENOME237424_01295	GUT_GENOME237424_00624	GUT_GENOME237424_00076	GUT_GENOME237424_00077		GUT_GENOME237424_01124	GUT_GENOME237424_00031
GUT_GENOME238261	GUT_GENOME238261_01457	GUT_GENOME238261_01418	GUT_GENOME238261_00010	GUT_GENOME238261_00448	GUT_GENOME238261_00875		GUT_GENOME238261_00128	GUT_GENOME236236_00896	GUT_GENOME238261_00146	GUT_GENOME238261_01127	GUT_GENOME238261_01126	GUT_GENOME238261_00903	GUT_GENOME238261_00900	GUT_GENOME236236_00895	GUT_GENOME238261_00603	GUT_GENOME238261_00431	GUT_GENOME238261_00905	GUT_GENOME238261_00908	GUT_GENOME238261_00226	GUT_GENOME238261_00680	GUT_GENOME238261_00137	GUT_GENOME238261_01641			GUT_GENOME236236_01043	GUT_GENOME238261_00432	GUT_GENOME238261_01128	GUT_GENOME238261_00891	GUT_GENOME238261_00892	GUT_GENOME238261_00145	GUT_GENOME238261_00774	GUT_GENOME238261_00253
GUT_GENOME253287	GUT_GENOME022484_00102,GUT_GENOME147854_03375	GUT_GENOME253287_02191	GUT_GENOME222694_03019			GUT_GENOME001120_04506	GUT_GENOME022484_01291												GUT_GENOME149381_02750		GUT_GENOME001120_00516										GUT_GENOME000035_02692	GUT_GENOME229830_05320
GUT_GENOME235147	GUT_GENOME235147_00339,GUT_GENOME235147_00363	GUT_GENOME235147_00913		GUT_GENOME235147_00711				GUT_GENOME235147_01305						GUT_GENOME235147_01306						GUT_GENOME237424_00797		GUT_GENOME235147_00009	GUT_GENOME235147_00190				GUT_GENOME237424_00624	GUT_GENOME237424_00076	GUT_GENOME237424_00077		GUT_GENOME235147_00521	GUT_GENOME237424_00031
GUT_GENOME029877	GUT_GENOME029877_01784,GUT_GENOME029877_01145	GUT_GENOME029877_00193,GUT_GENOME029877_00729			GUT_GENOME029877_01130	GUT_GENOME029877_01955	GUT_GENOME029877_00688								GUT_GENOME231300_00507	GUT_GENOME147854_00043	GUT_GENOME001324_02479	GUT_GENOME000655_02882	GUT_GENOME029877_01280	GUT_GENOME000513_01754	GUT_GENOME029877_01511	GUT_GENOME029877_00473									GUT_GENOME029877_00303	GUT_GENOME029877_01871
GUT_GENOME251627	GUT_GENOME251627_01043	GUT_GENOME251627_01398,GUT_GENOME126719_00519	GUT_GENOME251627_01932	GUT_GENOME251627_01756	GUT_GENOME251627_01829	GUT_GENOME251627_00747		GUT_GENOME251627_01363	GUT_GENOME251627_00902	GUT_GENOME251627_00899	GUT_GENOME251627_00900	GUT_GENOME251627_00911	GUT_GENOME251627_00914	GUT_GENOME251627_01362	GUT_GENOME251627_01365	GUT_GENOME251627_01107	GUT_GENOME251627_00909	GUT_GENOME251627_00906	GUT_GENOME251627_01290	GUT_GENOME251627_01920	GUT_GENOME251627_00453	GUT_GENOME251627_01366		GUT_GENOME251627_00905	GUT_GENOME251627_00916	GUT_GENOME282385_01534	GUT_GENOME095971_01165	GUT_GENOME251627_00924	GUT_GENOME251627_00923	GUT_GENOME251627_00903	GUT_GENOME251627_01397	GUT_GENOME251627_01110
GUT_GENOME100879	GUT_GENOME100879_01358	GUT_GENOME100879_01171	GUT_GENOME100879_00880	GUT_GENOME100879_00096	GUT_GENOME100879_00958	GUT_GENOME100879_01010	GUT_GENOME100879_00841	GUT_GENOME100879_01087	GUT_GENOME100879_00835	GUT_GENOME100879_00838	GUT_GENOME100879_00837	GUT_GENOME100879_00826	GUT_GENOME100879_00823	GUT_GENOME100879_01086	GUT_GENOME100879_01089	GUT_GENOME100879_00806,GUT_GENOME001023_01725	GUT_GENOME100879_00828	GUT_GENOME100879_00831	GUT_GENOME100879_00868	GUT_GENOME100879_00098	GUT_GENOME100879_01263	GUT_GENOME100879_01090	GUT_GENOME100879_00623	GUT_GENOME100879_00832	GUT_GENOME100879_00821	GUT_GENOME100879_01613,GUT_GENOME100879_00805	GUT_GENOME100879_01459	GUT_GENOME100879_00813	GUT_GENOME100879_00814	GUT_GENOME100879_00834	GUT_GENOME100879_00435	GUT_GENOME100879_00624
GUT_GENOME243200	GUT_GENOME261776_00771	GUT_GENOME243200_00171	GUT_GENOME148641_00883	GUT_GENOME284658_00420,GUT_GENOME141397_00685	GUT_GENOME208016_01838	GUT_GENOME176732_01223	GUT_GENOME243200_01601	GUT_GENOME005405_01312		GUT_GENOME017790_00500				GUT_GENOME207787_00191		GUT_GENOME096172_01241			GUT_GENOME231431_00737	GUT_GENOME076493_00462	GUT_GENOME005405_00816	GUT_GENOME207866_01353	GUT_GENOME000572_00127			GUT_GENOME174135_00105	GUT_GENOME207884_00090				GUT_GENOME027270_01228	GUT_GENOME207866_00113
GUT_GENOME227559	GUT_GENOME227559_02084,GUT_GENOME227559_01449	GUT_GENOME227559_00872	GUT_GENOME227559_00867	GUT_GENOME227559_02308	GUT_GENOME227559_00132	GUT_GENOME227559_02379,GUT_GENOME227559_02380	GUT_GENOME227559_02631	GUT_GENOME227559_01533				GUT_GENOME227559_02057	GUT_GENOME227559_02054	GUT_GENOME227559_01532	GUT_GENOME227559_01535	GUT_GENOME227559_00152	GUT_GENOME227559_02059		GUT_GENOME227559_01366	GUT_GENOME227559_02310	GUT_GENOME227559_01040	GUT_GENOME227559_01893				GUT_GENOME227559_00151		GUT_GENOME227559_02503	GUT_GENOME227559_02502		GUT_GENOME227559_01490	
GUT_GENOME017688	GUT_GENOME017688_00509	GUT_GENOME017688_01259	GUT_GENOME237253_01469	GUT_GENOME017688_00467	GUT_GENOME017688_00253	GUT_GENOME237253_00662	GUT_GENOME017688_01324	GUT_GENOME012683_00891	GUT_GENOME237253_01645	GUT_GENOME237253_01642	GUT_GENOME237253_01643	GUT_GENOME015477_01125	GUT_GENOME017688_00665	GUT_GENOME237253_00927	GUT_GENOME111778_02297	GUT_GENOME237253_01958	GUT_GENOME237253_01652	GUT_GENOME237253_01649	GUT_GENOME017688_00494	GUT_GENOME017688_00291	GUT_GENOME009640_00818	GUT_GENOME012683_01064	GUT_GENOME012683_01022	GUT_GENOME013993_01427		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME237253_01952	GUT_GENOME237253_01646	GUT_GENOME017688_00403	GUT_GENOME013993_00885
GUT_GENOME139027	GUT_GENOME139027_01331,GUT_GENOME139027_00096	GUT_GENOME139027_01096	GUT_GENOME139027_01226	GUT_GENOME139027_01042	GUT_GENOME139027_00091	GUT_GENOME139027_01250	GUT_GENOME139027_02113		GUT_GENOME139027_00334	GUT_GENOME139027_00331	GUT_GENOME139027_00332		GUT_GENOME139027_01543,GUT_GENOME041878_00607		GUT_GENOME139027_02091		GUT_GENOME139027_00340	GUT_GENOME139027_00338		GUT_GENOME139027_01256	GUT_GENOME139027_00060	GUT_GENOME139027_00652		GUT_GENOME139027_00337	GUT_GENOME041878_00609,GUT_GENOME239684_01067,GUT_GENOME139027_01541	GUT_GENOME238260_00908	GUT_GENOME238260_01177	GUT_GENOME041878_00619	GUT_GENOME139027_00097,GUT_GENOME041878_00618	GUT_GENOME139027_00335	GUT_GENOME139027_00261	GUT_GENOME139027_02059
GUT_GENOME255109	GUT_GENOME096301_02128,GUT_GENOME096301_00177	GUT_GENOME255109_00394	GUT_GENOME096301_00238	GUT_GENOME096301_01180	GUT_GENOME255109_01125	GUT_GENOME096301_00062	GUT_GENOME255109_01631									GUT_GENOME255109_00805			GUT_GENOME096301_00681	GUT_GENOME255109_01872	GUT_GENOME255109_00985					GUT_GENOME255109_00806	GUT_GENOME255109_01046				GUT_GENOME255109_00751	GUT_GENOME255109_00808
GUT_GENOME234136	GUT_GENOME234136_00227,GUT_GENOME234136_00730	GUT_GENOME234136_00270	GUT_GENOME234136_00836	GUT_GENOME234136_00058	GUT_GENOME234136_00770	GUT_GENOME234136_00109													GUT_GENOME234136_00690													
GUT_GENOME237431	GUT_GENOME237431_01006	GUT_GENOME237431_00632	GUT_GENOME237431_00584	GUT_GENOME237431_01049	GUT_GENOME237431_00473	GUT_GENOME237431_00344	GUT_GENOME237431_00660	GUT_GENOME237431_00109	GUT_GENOME237431_00290	GUT_GENOME237431_00293	GUT_GENOME237431_00292	GUT_GENOME237431_01413	GUT_GENOME237431_01410	GUT_GENOME237431_00108	GUT_GENOME237431_00111		GUT_GENOME237431_01415	GUT_GENOME237431_01418	GUT_GENOME237431_00833	GUT_GENOME237431_01051	GUT_GENOME237431_01028	GUT_GENOME237431_00112		GUT_GENOME237431_00287	GUT_GENOME237431_01408		GUT_GENOME237431_01271	GUT_GENOME237431_01400	GUT_GENOME237431_01401	GUT_GENOME237431_00289	GUT_GENOME237431_00363	
GUT_GENOME097476	GUT_GENOME263846_01148		GUT_GENOME280299_00817			GUT_GENOME039656_00306		GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031		GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494			GUT_GENOME266946_00851			GUT_GENOME283410_00107	GUT_GENOME060258_00278	GUT_GENOME003134_00461		GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679		
GUT_GENOME112247	GUT_GENOME112247_00559	GUT_GENOME112247_00162	GUT_GENOME112247_00346	GUT_GENOME112247_00029	GUT_GENOME112247_00352	GUT_GENOME112247_00087		GUT_GENOME112247_00074	GUT_GENOME112247_00201	GUT_GENOME112247_00198	GUT_GENOME207138_00577	GUT_GENOME112247_00210	GUT_GENOME112247_00213	GUT_GENOME112247_00075	GUT_GENOME232378_00788	GUT_GENOME112247_00244	GUT_GENOME112247_00208	GUT_GENOME112247_00205	GUT_GENOME112247_00843	GUT_GENOME112247_00031	GUT_GENOME112247_00664	GUT_GENOME112247_00396		GUT_GENOME112247_00204	GUT_GENOME112247_00215	GUT_GENOME112247_00243	GUT_GENOME207138_00575	GUT_GENOME112247_00225	GUT_GENOME112247_00224	GUT_GENOME112247_00202	GUT_GENOME112247_00459	GUT_GENOME112247_00344
GUT_GENOME109794	GUT_GENOME109794_01001,GUT_GENOME109794_00062,GUT_GENOME109794_02615		GUT_GENOME109794_01434	GUT_GENOME109794_02263	GUT_GENOME109794_00395		GUT_GENOME109794_00445											GUT_GENOME109794_01968	GUT_GENOME109794_00958	GUT_GENOME109794_02261	GUT_GENOME109794_01496	GUT_GENOME109794_03182		GUT_GENOME109794_01967					GUT_GENOME109794_02483	GUT_GENOME109794_02043		GUT_GENOME109794_00026
GUT_GENOME210386	GUT_GENOME210386_01094,GUT_GENOME210386_01302	GUT_GENOME210386_01142	GUT_GENOME210386_00581				GUT_GENOME210386_01534	GUT_GENOME210386_00546				GUT_GENOME210386_00226	GUT_GENOME210386_00229	GUT_GENOME096185_01684	GUT_GENOME210386_00544		GUT_GENOME210386_00224	GUT_GENOME210386_00221	GUT_GENOME210386_00480		GUT_GENOME210386_01222	GUT_GENOME210386_00543			GUT_GENOME210386_00231			GUT_GENOME210386_00239	GUT_GENOME210386_00238		GUT_GENOME210386_00417	GUT_GENOME210386_00889
GUT_GENOME121273	GUT_GENOME121273_00169	GUT_GENOME121273_00324	GUT_GENOME121273_00506	GUT_GENOME121273_00659	GUT_GENOME121273_00854	GUT_GENOME121273_00935		GUT_GENOME121273_00344							GUT_GENOME121273_00346,GUT_GENOME121273_00347				GUT_GENOME121273_00501	GUT_GENOME121273_00657	GUT_GENOME121273_00387	GUT_GENOME121273_00348									GUT_GENOME121273_00645	
GUT_GENOME059449	GUT_GENOME059449_01863	GUT_GENOME059449_01211				GUT_GENOME059449_00035	GUT_GENOME059449_00570,GUT_GENOME059449_00569			GUT_GENOME201325_00966	GUT_GENOME059449_01038					GUT_GENOME059449_01466			GUT_GENOME059449_00599				GUT_GENOME059449_01468			GUT_GENOME059449_01467	GUT_GENOME001635_00226	GUT_GENOME059449_01444	GUT_GENOME059449_01445		GUT_GENOME059449_00259	
GUT_GENOME183774	GUT_GENOME183774_01134		GUT_GENOME183774_01014	GUT_GENOME183774_00405,GUT_GENOME183774_01045	GUT_GENOME183774_01544			GUT_GENOME183774_01196	GUT_GENOME183774_00259	GUT_GENOME183774_00256	GUT_GENOME183774_00257	GUT_GENOME183774_00268	GUT_GENOME183774_00271	GUT_GENOME183774_01195	GUT_GENOME183774_01198	GUT_GENOME183774_00869	GUT_GENOME183774_00266	GUT_GENOME183774_00263	GUT_GENOME183774_02132	GUT_GENOME183774_01043	GUT_GENOME183774_00960	GUT_GENOME183774_00942	GUT_GENOME183774_01017	GUT_GENOME183774_00262	GUT_GENOME183774_00273	GUT_GENOME183774_00870	GUT_GENOME183774_00255	GUT_GENOME183774_01285	GUT_GENOME183774_01284	GUT_GENOME183774_00260	GUT_GENOME183774_01820	GUT_GENOME183774_01016
GUT_GENOME279866	GUT_GENOME278390_01788,GUT_GENOME279866_03264	GUT_GENOME279866_00459	GUT_GENOME279866_00388	GUT_GENOME279866_00257	GUT_GENOME278390_00292	GUT_GENOME278390_02698	GUT_GENOME279866_01340	GUT_GENOME279866_02314	GUT_GENOME278390_02337	GUT_GENOME278390_02334	GUT_GENOME278390_02335	GUT_GENOME279866_00081	GUT_GENOME278390_02485	GUT_GENOME279866_02315	GUT_GENOME279866_02312	GUT_GENOME278390_01155	GUT_GENOME279866_00079	GUT_GENOME216302_03474	GUT_GENOME278390_02078	GUT_GENOME279866_00259	GUT_GENOME278390_02107	GUT_GENOME278390_02328	GUT_GENOME279866_01739	GUT_GENOME278390_02494	GUT_GENOME279866_00086	GUT_GENOME279866_02284	GUT_GENOME279866_02516	GUT_GENOME279866_02078	GUT_GENOME278390_01274	GUT_GENOME279866_02910	GUT_GENOME279866_02163	GUT_GENOME279866_01740
GUT_GENOME237430	GUT_GENOME237430_00003	GUT_GENOME237430_00583		GUT_GENOME237430_00146	GUT_GENOME237430_00747	GUT_GENOME237430_00758		GUT_GENOME237430_00014	GUT_GENOME237430_00396	GUT_GENOME237430_00393	GUT_GENOME237430_00394	GUT_GENOME237430_00497	GUT_GENOME237430_00494		GUT_GENOME237430_00016	GUT_GENOME237430_00011	GUT_GENOME237430_00499	GUT_GENOME237430_00400		GUT_GENOME237430_00148	GUT_GENOME237430_00821	GUT_GENOME237430_00022		GUT_GENOME237430_00399	GUT_GENOME237430_00369	GUT_GENOME237430_00012		GUT_GENOME237430_00379	GUT_GENOME237430_00378	GUT_GENOME237430_00397	GUT_GENOME237430_00268	
GUT_GENOME057822	GUT_GENOME057822_01068,GUT_GENOME057822_02893	GUT_GENOME057822_02546	GUT_GENOME057822_01335	GUT_GENOME057822_02655	GUT_GENOME057822_02138	GUT_GENOME057822_02432	GUT_GENOME057822_01054	GUT_GENOME057822_00325	GUT_GENOME057822_00337	GUT_GENOME057822_00334	GUT_GENOME057822_00335	GUT_GENOME057822_00799	GUT_GENOME057822_00796	GUT_GENOME057822_00324	GUT_GENOME057822_00327	GUT_GENOME057822_01585	GUT_GENOME057822_00801	GUT_GENOME057822_00804	GUT_GENOME057822_01165	GUT_GENOME057822_02653	GUT_GENOME057822_00756	GUT_GENOME057822_00328		GUT_GENOME057822_00805	GUT_GENOME057822_00794	GUT_GENOME057822_01586	GUT_GENOME057822_00333	GUT_GENOME057822_02203	GUT_GENOME057822_02204	GUT_GENOME057822_00338	GUT_GENOME057822_00979	GUT_GENOME057822_02467
GUT_GENOME157246	GUT_GENOME157246_00199	GUT_GENOME157246_00470,GUT_GENOME157246_00388	GUT_GENOME157246_00439	GUT_GENOME157246_00859	GUT_GENOME157246_00300	GUT_GENOME157246_00869	GUT_GENOME157246_00037	GUT_GENOME157246_00806	GUT_GENOME021377_00195	GUT_GENOME232438_00489	GUT_GENOME157246_00266	GUT_GENOME036292_00549	GUT_GENOME157246_00029	GUT_GENOME157246_00805			GUT_GENOME157246_00034	GUT_GENOME232438_00496	GUT_GENOME157246_00686	GUT_GENOME157246_00857	GUT_GENOME157246_00649	GUT_GENOME157246_00379	GUT_GENOME157246_00436	GUT_GENOME232438_00495	GUT_GENOME157246_00027		GUT_GENOME157246_00268	GUT_GENOME157246_00018	GUT_GENOME021377_00217	GUT_GENOME232438_00493	GUT_GENOME157246_00705	GUT_GENOME036292_00840
GUT_GENOME018614	GUT_GENOME018614_00636,GUT_GENOME018614_01444		GUT_GENOME018614_00751	GUT_GENOME018614_00879	GUT_GENOME018614_00001	GUT_GENOME018614_01336	GUT_GENOME018614_00839	GUT_GENOME018614_01157	GUT_GENOME018614_00418	GUT_GENOME018614_00415	GUT_GENOME018614_00416	GUT_GENOME018614_00065	GUT_GENOME018614_00068	GUT_GENOME018614_01158		GUT_GENOME018614_01530	GUT_GENOME018614_00063	GUT_GENOME018614_00060	GUT_GENOME018614_00876	GUT_GENOME018614_00881		GUT_GENOME018614_00697	GUT_GENOME018614_01808	GUT_GENOME018614_00059	GUT_GENOME018614_00070	GUT_GENOME018614_01531	GUT_GENOME018614_00414	GUT_GENOME018614_01619	GUT_GENOME018614_01618	GUT_GENOME018614_00419	GUT_GENOME018614_00152	GUT_GENOME018614_01809
GUT_GENOME113153	GUT_GENOME119700_03342,GUT_GENOME119700_03191		GUT_GENOME113153_00295	GUT_GENOME119700_02775		GUT_GENOME113153_01135	GUT_GENOME113153_00773			GUT_GENOME119700_02244					GUT_GENOME113153_02292				GUT_GENOME119700_00284	GUT_GENOME119700_02773	GUT_GENOME113153_01332	GUT_GENOME119700_01152	GUT_GENOME103749_00499				GUT_GENOME119700_02243				GUT_GENOME119700_00227	GUT_GENOME119700_01416
GUT_GENOME127408	GUT_GENOME127408_00282,GUT_GENOME127408_00704				GUT_GENOME127408_00515	GUT_GENOME127408_00453										GUT_GENOME127408_00605						GUT_GENOME127408_00769										
GUT_GENOME044529	GUT_GENOME044529_01656	GUT_GENOME044529_01387	GUT_GENOME044529_00865	GUT_GENOME044529_00790	GUT_GENOME044529_01567	GUT_GENOME044529_01032	GUT_GENOME044529_00915	GUT_GENOME044529_01536	GUT_GENOME044529_00428	GUT_GENOME111344_00343	GUT_GENOME008110_00859	GUT_GENOME008110_00848	GUT_GENOME044529_00416	GUT_GENOME044529_01537	GUT_GENOME044529_01534		GUT_GENOME152049_00499	GUT_GENOME082367_00459	GUT_GENOME044529_01483	GUT_GENOME013138_00154	GUT_GENOME044529_00270	GUT_GENOME044529_00044	GUT_GENOME044529_00861	GUT_GENOME273292_00213	GUT_GENOME044529_00414		GUT_GENOME008110_00861	GUT_GENOME044529_00406	GUT_GENOME009769_00644	GUT_GENOME277835_01139	GUT_GENOME044529_00683	GUT_GENOME008110_00828
GUT_GENOME022861	GUT_GENOME022861_00898	GUT_GENOME022861_01102		GUT_GENOME022861_00556	GUT_GENOME022861_01277			GUT_GENOME017828_01716					GUT_GENOME022861_00091	GUT_GENOME022861_00398		GUT_GENOME022861_00142,GUT_GENOME022861_00352				GUT_GENOME022861_00554	GUT_GENOME001355_00335,GUT_GENOME022861_00060				GUT_GENOME022861_00089	GUT_GENOME022861_00351,GUT_GENOME022861_00141		GUT_GENOME193126_01373	GUT_GENOME022861_00083			
GUT_GENOME268486	GUT_GENOME140078_02730,GUT_GENOME268486_02023	GUT_GENOME268486_01432	GUT_GENOME268486_01048	GUT_GENOME220495_01341	GUT_GENOME239280_02390	GUT_GENOME139132_00500	GUT_GENOME247791_00846	GUT_GENOME225807_00914		GUT_GENOME095967_02215					GUT_GENOME139147_00796	GUT_GENOME042029_01030			GUT_GENOME239280_02403	GUT_GENOME268227_02160	GUT_GENOME139147_00040		GUT_GENOME155439_00448			GUT_GENOME170652_01503	GUT_GENOME140074_00450				GUT_GENOME147678_00454	GUT_GENOME123416_00320
GUT_GENOME119866	GUT_GENOME119866_01078	GUT_GENOME119866_01340	GUT_GENOME119866_01142	GUT_GENOME119866_00927	GUT_GENOME119866_01254	GUT_GENOME119866_00997	GUT_GENOME119866_01090	GUT_GENOME119866_00515	GUT_GENOME119866_00796	GUT_GENOME119866_00793	GUT_GENOME261530_00122	GUT_GENOME119866_00805	GUT_GENOME119866_00808	GUT_GENOME119866_00514	GUT_GENOME281910_00808	GUT_GENOME119866_00926	GUT_GENOME119866_00803	GUT_GENOME021899_00065	GUT_GENOME119866_00135	GUT_GENOME119866_00929	GUT_GENOME119866_00661	GUT_GENOME119866_00691	GUT_GENOME119866_00524	GUT_GENOME119866_00799	GUT_GENOME119866_00810	GUT_GENOME119866_00925	GUT_GENOME021899_00057	GUT_GENOME261530_00098	GUT_GENOME119866_00817	GUT_GENOME119866_00797	GUT_GENOME119866_00330	GUT_GENOME119866_00525
GUT_GENOME244103	GUT_GENOME244103_00472	GUT_GENOME244103_01738,GUT_GENOME244103_00769	GUT_GENOME244103_00703	GUT_GENOME244103_01393	GUT_GENOME244103_00919		GUT_GENOME244103_00257	GUT_GENOME244103_01639	GUT_GENOME244103_01424	GUT_GENOME244103_01421	GUT_GENOME244103_01422	GUT_GENOME244103_01433	GUT_GENOME244103_01436	GUT_GENOME244103_01638	GUT_GENOME244103_01641	GUT_GENOME244103_01342	GUT_GENOME244103_01431	GUT_GENOME244103_01428	GUT_GENOME244103_01233	GUT_GENOME244103_01391	GUT_GENOME244103_00709	GUT_GENOME244103_00598	GUT_GENOME244103_00700	GUT_GENOME244103_01427	GUT_GENOME244103_01438	GUT_GENOME244103_01341	GUT_GENOME244103_01420	GUT_GENOME244103_01075	GUT_GENOME244103_01076	GUT_GENOME244103_01425	GUT_GENOME244103_00977	GUT_GENOME244103_00701
